,index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
71282,71282,2016-03-25 11:37:38,Kia_Picanto_1.2_Dream_Team_Edition,privat,Angebot,9299,test,kleinwagen,2015,manuell,86,picanto,10000,3,benzin,kia,nein,2016-03-25 00:00:00,0,33129,2016-04-06 11:45:28
251666,251666,2016-03-29 21:53:16,Gepflegte_VW_Bora,privat,Angebot,1999,test,limousine,2001,manuell,115,bora,30000,0,benzin,volkswagen,nein,2016-03-29 00:00:00,0,94447,2016-04-02 11:15:31
83294,83294,2016-03-30 15:58:38,Mercedes_Benz_C200_CDI__Classik,privat,Angebot,5700,test,kombi,2005,manuell,122,c_klasse,150000,3,diesel,mercedes_benz,nein,2016-03-30 00:00:00,0,66709,2016-04-07 07:15:59
76763,76763,2016-04-06 19:06:34,Renault_Laguna__Rentnerauto__wenig_gefahren__sehr_gepflegt,privat,Angebot,1600,control,limousine,1997,manuell,90,laguna,90000,5,benzin,renault,nein,2016-04-06 00:00:00,0,55124,2016-04-06 19:25:17
129269,129269,2016-03-24 19:49:01,Renault_Megane_Classic_1.6,privat,Angebot,500,control,limousine,1999,manuell,75,megane,125000,1,benzin,renault,nein,2016-03-24 00:00:00,0,4703,2016-04-03 13:17:55
82308,82308,2016-03-30 08:52:54,Volkswagen_Eos_2.0_TDI_DPF_Individual_Chrom_Leder,privat,Angebot,9700,control,cabrio,2007,manuell,140,eos,150000,11,diesel,volkswagen,nein,2016-03-30 00:00:00,0,86556,2016-04-07 01:15:23
326937,326937,2016-04-04 15:54:22,Nissan_Qashqai+2_2.0_I_Way,privat,Angebot,14400,test,limousine,2011,manuell,141,qashqai,70000,6,benzin,nissan,nein,2016-04-04 00:00:00,0,77830,2016-04-06 17:44:52
176571,176571,2016-03-20 15:06:18,Mercedes_Benz_CL_500_7G_TRONIC,privat,Angebot,20900,test,coupe,2007,automatik,387,cl,150000,12,benzin,mercedes_benz,nein,2016-03-20 00:00:00,0,56237,2016-03-27 05:46:55
238534,238534,2016-03-25 09:53:19,Ford_Mondeo_2.0_TDCi_Trend,privat,Angebot,3750,test,limousine,2006,manuell,131,mondeo,150000,4,diesel,ford,nein,2016-03-25 00:00:00,0,53474,2016-04-06 08:46:12
66526,66526,2016-03-12 10:53:31,BMW_316ti_compact,privat,Angebot,1500,control,coupe,2002,manuell,116,3er,150000,2,benzin,bmw,ja,2016-03-12 00:00:00,0,57462,2016-03-12 11:42:13
300908,300908,2016-03-31 19:56:35,BMW_E36_316i_Compact_mit_neuem_Tuev_bis_03/2018,privat,Angebot,1200,control,coupe,1995,automatik,102,3er,150000,5,benzin,bmw,nein,2016-03-31 00:00:00,0,35080,2016-04-06 12:45:56
322982,322982,2016-03-05 19:38:59,Volkswagen_Touran_2.0_TDI_DSG_Highline,privat,Angebot,7950,test,bus,2004,automatik,140,touran,150000,12,diesel,volkswagen,nein,2016-03-05 00:00:00,0,69488,2016-04-07 03:46:32
279875,279875,2016-03-06 12:43:00,Audi_A3_1.9_TDI,privat,Angebot,2000,test,limousine,1999,manuell,110,a3,150000,12,diesel,audi,nein,2016-03-06 00:00:00,0,89522,2016-03-07 17:44:53
226649,226649,2016-03-25 19:52:03,Citroen_DS3_THP_156,privat,Angebot,11300,test,kleinwagen,2010,manuell,156,andere,50000,12,benzin,citroen,nein,2016-03-25 00:00:00,0,57368,2016-04-07 02:46:10
186562,186562,2016-03-17 07:32:20,Opel_Corsa_1.2,privat,Angebot,1399,test,kleinwagen,2002,manuell,0,corsa,150000,11,benzin,opel,nein,2016-03-17 00:00:00,0,57520,2016-03-21 05:48:25
178667,178667,2016-03-08 03:57:31,Peugeot_Partner_1_6_Kastenwagen,privat,Angebot,7850,control,andere,2011,manuell,99,andere,50000,1,benzin,peugeot,nein,2016-03-08 00:00:00,0,89077,2016-03-16 03:15:57
106768,106768,2016-03-09 14:47:52,OPEL_CORSA_EDITION_2000_TÜV!_1.HAND++RENTNERFAHREUG++SERVO++!,privat,Angebot,690,test,kleinwagen,2000,manuell,60,corsa,150000,12,benzin,opel,nein,2016-03-09 00:00:00,0,22179,2016-03-09 14:47:52
264610,264610,2016-03-12 22:55:29,Seat_Arosa_1_4_MPI,privat,Angebot,2500,control,limousine,2017,manuell,60,arosa,100000,11,benzin,seat,nein,2016-03-12 00:00:00,0,64291,2016-04-06 13:45:38
298714,298714,2016-03-09 14:37:59,Mercedes_Benz_D212_Sprinter_–_Camper/Personentransporter/Bus,privat,Angebot,3800,test,bus,1999,manuell,122,sprinter,150000,7,diesel,mercedes_benz,nein,2016-03-09 00:00:00,0,13347,2016-04-06 08:16:00
361776,361776,2016-03-14 06:37:04,Volkswagen_Golf_1.8_GL,privat,Angebot,500,control,limousine,1993,automatik,75,golf,150000,5,benzin,volkswagen,nein,2016-03-14 00:00:00,0,16727,2016-04-07 08:16:28
359866,359866,2016-04-02 09:56:04,Mercedes_Benz_ML_320_CDI_4_Matic_7G_Tronic,privat,Angebot,15550,control,suv,2007,automatik,224,m_klasse,150000,0,diesel,mercedes_benz,nein,2016-04-02 00:00:00,0,33378,2016-04-06 08:15:31
100070,100070,2016-03-30 19:47:22,Volkswagen_Tiguan_2.0_TDI_DPF_4M_Team_AHK+Pano+17+Insp_neu,privat,Angebot,16200,test,suv,2010,manuell,140,tiguan,80000,6,diesel,volkswagen,nein,2016-03-30 00:00:00,0,51766,2016-04-07 11:45:02
339913,339913,2016-03-10 16:06:19,BMW_318ti,privat,Angebot,1000,test,coupe,1996,manuell,140,3er,150000,6,benzin,bmw,nein,2016-03-10 00:00:00,0,65795,2016-03-17 11:18:43
2948,2948,2016-03-22 19:38:21,BMW_320d_M_Paket_Performance_GSD_ACC_HUD_ADC_HK,privat,Angebot,32990,test,limousine,2013,automatik,184,3er,90000,1,diesel,bmw,nein,2016-03-22 00:00:00,0,39122,2016-04-06 12:15:51
84086,84086,2016-03-23 19:51:06,Skoda_Fabia,privat,Angebot,1550,control,kombi,2001,manuell,75,fabia,150000,9,benzin,skoda,nein,2016-03-23 00:00:00,0,91785,2016-03-23 19:51:06
298373,298373,2016-03-31 20:39:22,Mercedes_Benz_S_500_7G_TRONIC_AMG,privat,Angebot,26900,test,limousine,2006,automatik,387,s_klasse,125000,9,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,73734,2016-04-06 15:15:56
9457,9457,2016-03-07 17:53:59,Opel_Astra_1.4_Edition,privat,Angebot,3500,test,limousine,2006,manuell,90,astra,150000,3,benzin,opel,nein,2016-03-07 00:00:00,0,91722,2016-04-06 19:46:29
182224,182224,2016-03-19 12:36:42,Skoda_Fabia_1.2_HTP_COOL_Edition,privat,Angebot,5000,test,kleinwagen,2009,manuell,60,fabia,40000,4,benzin,skoda,nein,2016-03-19 00:00:00,0,24881,2016-03-20 14:16:07
172671,172671,2016-03-20 08:57:39,Volkswagen_Multivan_DSG_Startline,privat,Angebot,35500,test,bus,2014,automatik,140,transporter,10000,4,diesel,volkswagen,nein,2016-03-20 00:00:00,0,38547,2016-04-06 05:16:50
304209,304209,2016-03-27 15:54:23,BMW_318i_Limousine,privat,Angebot,1250,control,limousine,2000,manuell,118,3er,150000,5,benzin,bmw,ja,2016-03-27 00:00:00,0,21775,2016-03-29 05:46:45
256106,256106,2016-03-30 00:59:16,Opel_Corsa,privat,Angebot,700,test,kleinwagen,1995,manuell,0,corsa,150000,0,benzin,opel,nein,2016-03-29 00:00:00,0,89231,2016-04-06 22:45:18
183396,183396,2016-04-04 15:51:44,Volkswagen_Golf_Variant_1.6_TDI_Comfortline_NAVI_28tkm,privat,Angebot,11500,test,kombi,2012,manuell,105,golf,30000,3,diesel,volkswagen,nein,2016-04-04 00:00:00,0,52538,2016-04-06 17:44:43
97343,97343,2016-03-17 21:49:44,Mercedes_Benz_280_CDI_Avantgarde_Teil_Leder_/TÜV_neu,privat,Angebot,7400,control,limousine,2018,automatik,177,e_klasse,150000,4,diesel,mercedes_benz,nein,2016-03-17 00:00:00,0,60488,2016-04-07 12:17:20
228596,228596,2016-04-03 20:46:46,Volkswagen_Golf_Cabrio_1.6_Comfortline,privat,Angebot,650,test,cabrio,2000,manuell,101,golf,150000,8,benzin,volkswagen,ja,2016-04-03 00:00:00,0,58239,2016-04-03 20:46:46
79158,79158,2016-04-04 21:45:19,ML_320_CDI_4matic_Sport_Pakete_AHK_1_Hand_Navi_DVD,privat,Angebot,11000,test,suv,2009,automatik,224,m_klasse,125000,7,diesel,mercedes_benz,nein,2016-04-04 00:00:00,0,60311,2016-04-04 21:46:46
206832,206832,2016-03-19 14:47:27,BMW_325i_E46_US_Model,privat,Angebot,5999,test,limousine,2005,automatik,193,3er,100000,1,benzin,bmw,nein,2016-03-19 00:00:00,0,92694,2016-04-06 22:15:37
346975,346975,2016-03-26 17:58:14,Toyota_Coralla_Verso__technisch_1a___unfallfrei__Nichtraucherauto,privat,Angebot,4400,control,limousine,2018,automatik,135,verso,150000,0,benzin,toyota,nein,2016-03-26 00:00:00,0,10825,2016-03-29 20:45:46
349761,349761,2016-03-29 20:47:39,Rover_75_1.8._Charme,privat,Angebot,1490,test,limousine,2017,manuell,120,golf,150000,6,benzin,rover,nein,2016-03-29 00:00:00,0,45899,2016-04-06 07:16:47
63392,63392,2016-03-17 18:53:31,BMW_120d_Cabrio_Aut.,privat,Angebot,21750,control,cabrio,2012,automatik,177,1er,100000,4,diesel,bmw,nein,2016-03-17 00:00:00,0,54441,2016-04-07 06:16:51
355143,355143,2016-03-21 02:58:29,Mercedes_A_Klasse_Automatik,privat,Angebot,1980,test,kleinwagen,2000,automatik,100,a_klasse,150000,10,benzin,mercedes_benz,nein,2016-03-21 00:00:00,0,10785,2016-03-21 09:40:12
70365,70365,2016-03-20 14:43:06,Audi_A3_8l_wenig_km_Leder_Klima_tuev,privat,Angebot,3500,test,limousine,2017,manuell,101,a3,125000,0,benzin,audi,nein,2016-03-20 00:00:00,0,16259,2016-04-06 17:16:04
313411,313411,2016-03-15 15:51:44,Audi_80_B_3__Turbodiesel_Tuev_11/17_Euro_2,privat,Angebot,1200,control,limousine,1992,manuell,0,80,150000,6,diesel,audi,nein,2016-03-15 00:00:00,0,31246,2016-03-17 10:46:14
264130,264130,2016-03-23 20:58:33,Audi_a6_4b_2_8_navy_plus_Bordcomputer_Sitzheizung_parksystem,privat,Angebot,1200,test,kombi,2000,automatik,193,a6,150000,6,benzin,audi,ja,2016-03-23 00:00:00,0,49808,2016-03-23 21:45:27
213518,213518,2016-03-11 19:51:41,Renault_Twingo_1.2_16V,privat,Angebot,1400,test,kleinwagen,2004,manuell,75,twingo,125000,4,benzin,renault,nein,2016-03-11 00:00:00,0,79639,2016-04-06 01:17:22
47785,47785,2016-03-23 22:57:25,Peugeot_206_CC_Platinum_Cabriolet,privat,Angebot,2300,test,cabrio,2003,manuell,109,andere,150000,12,benzin,peugeot,nein,2016-03-23 00:00:00,0,35321,2016-03-24 06:42:11
88550,88550,2016-03-23 15:46:24,Fiat_Punto,privat,Angebot,600,test,limousine,2016,manuell,55,punto,150000,10,benzin,fiat,ja,2016-03-23 00:00:00,0,42799,2016-03-27 20:16:32
184349,184349,2016-03-05 17:49:54,BMW_BMW_M3_E30_einer_der_letzten_gebauten,privat,Angebot,79000,test,limousine,1991,manuell,275,m_reihe,5000,5,benzin,bmw,nein,2016-03-05 00:00:00,0,59872,2016-03-12 20:15:38
70489,70489,2016-03-31 10:49:31,Citroen_C8_mit_Tuev__Gruene_Umweltplakette,privat,Angebot,1900,control,limousine,2017,manuell,128,andere,150000,4,diesel,citroen,nein,2016-03-31 00:00:00,0,33790,2016-04-02 05:46:03
184261,184261,2016-03-11 17:43:44,Ford_Mondeo_Turnier_2_0_TDCI_Titanium___Teilleder_GSD_Keyless_Go_,privat,Angebot,9890,control,kombi,2008,manuell,140,mondeo,125000,10,diesel,ford,nein,2016-03-11 00:00:00,0,26188,2016-03-27 16:17:47
138726,138726,2016-03-13 22:47:06,Renault_Twingo_1.2_Easy,privat,Angebot,700,control,cabrio,1999,manuell,58,twingo,150000,5,benzin,renault,nein,2016-03-13 00:00:00,0,85748,2016-04-04 17:44:39
336405,336405,2016-03-10 15:53:36,Hyundai_Getz_2008,privat,Angebot,1950,test,kleinwagen,2008,manuell,68,getz,150000,3,benzin,hyundai,ja,2016-03-10 00:00:00,0,14193,2016-03-15 07:44:25
303469,303469,2016-03-17 19:37:24,Mercedes_220_cdi_DIESEL,privat,Angebot,6500,control,limousine,2017,manuell,0,e_klasse,150000,8,benzin,mercedes_benz,nein,2016-03-17 00:00:00,0,33334,2016-03-27 12:15:17
295280,295280,2016-03-29 19:53:51,Polo_6N2__Bauj._1999/_5_Tueren_Tuev_11/16,privat,Angebot,850,control,kleinwagen,1999,manuell,60,polo,150000,10,benzin,volkswagen,nein,2016-03-29 00:00:00,0,57080,2016-03-31 15:29:46
324609,324609,2016-04-01 14:57:36,Volkswagen_Golf_1.9_SDI_CL_Europe,privat,Angebot,550,test,limousine,1996,manuell,64,golf,150000,10,diesel,volkswagen,nein,2016-04-01 00:00:00,0,57413,2016-04-07 12:46:29
25697,25697,2016-03-08 21:39:02,Golf_6_style,privat,Angebot,9400,control,limousine,2011,manuell,0,golf,60000,7,benzin,volkswagen,nein,2016-03-08 00:00:00,0,26721,2016-03-23 20:16:31
153678,153678,2016-03-07 14:57:26,Citroën_Berlingo_2.0_HDI_Tonic,privat,Angebot,1900,control,bus,2003,manuell,90,berlingo,150000,1,diesel,citroen,nein,2016-03-07 00:00:00,0,75181,2016-03-09 18:15:58
124764,124764,2016-03-27 19:39:19,Jaguar_XJ,privat,Angebot,2500,control,limousine,2003,manuell,0,andere,50000,6,benzin,jaguar,nein,2016-03-27 00:00:00,0,29683,2016-03-31 01:15:53
198420,198420,2016-03-31 17:52:17,Mercede_benz_elegance_08/2016,privat,Angebot,1150,control,limousine,2016,manuell,150,c_klasse,150000,7,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,89518,2016-03-31 17:52:17
201551,201551,2016-03-23 19:44:18,BMW_330i_Touring_Aut.,privat,Angebot,22500,control,kombi,2011,automatik,272,3er,70000,2,benzin,bmw,nein,2016-03-23 00:00:00,0,51371,2016-04-02 02:16:46
283736,283736,2016-03-11 19:41:18,BMW_BMW_116i_Urban_Line__Navi_Prof.__Restgarantie,privat,Angebot,22999,test,limousine,2014,manuell,136,1er,20000,6,benzin,bmw,nein,2016-03-11 00:00:00,0,77656,2016-04-06 00:16:46
367261,367261,2016-03-26 10:51:07,Renault_Velsatis___Top_Zustand!!!,privat,Angebot,2199,test,limousine,2002,automatik,241,andere,150000,7,benzin,renault,nein,2016-03-26 00:00:00,0,60598,2016-04-06 02:15:20
91789,91789,2016-03-25 19:46:28,Opel_Zafira_1.9_CDTI_Edition,privat,Angebot,3500,test,bus,2007,manuell,150,zafira,150000,12,diesel,opel,ja,2016-03-25 00:00:00,0,52353,2016-03-28 19:45:17
316434,316434,2016-03-21 10:41:32,Smart_smart_fortwo_coupe_pulse,privat,Angebot,2250,test,kleinwagen,2005,manuell,61,fortwo,150000,2,benzin,smart,nein,2016-03-21 00:00:00,0,50997,2016-04-06 03:16:57
7139,7139,2016-03-31 12:49:59,Skoda_Fabia_1.4,privat,Angebot,2490,test,kleinwagen,2000,manuell,68,fabia,150000,6,benzin,skoda,nein,2016-03-31 00:00:00,0,9669,2016-04-04 04:45:13
81881,81881,2016-03-16 16:56:41,Fiat_Punto_1.2_16V,privat,Angebot,3800,control,kleinwagen,2005,manuell,0,punto,150000,11,benzin,fiat,nein,2016-03-16 00:00:00,0,73733,2016-03-24 09:46:54
142413,142413,2016-03-26 15:57:19,kia_pro_ceed_2012_1.6_cvvt_edition_7___weiss___wenig_Kilometer,privat,Angebot,10500,test,limousine,2014,manuell,125,ceed,5000,10,benzin,kia,nein,2016-03-26 00:00:00,0,1099,2016-04-06 04:45:29
213685,213685,2016-03-25 13:37:24,FORD_FIESTA,privat,Angebot,2450,test,kleinwagen,2005,manuell,60,fiesta,125000,6,benzin,ford,nein,2016-03-25 00:00:00,0,48159,2016-04-06 15:44:32
27764,27764,2016-03-23 17:54:52,Golf_4_1.4,privat,Angebot,1000,control,limousine,2000,manuell,75,golf,150000,0,benzin,volkswagen,nein,2016-03-23 00:00:00,0,66117,2016-03-23 18:42:07
67405,67405,2016-03-14 18:54:54,Mazda_6_2.0_Exclusive,privat,Angebot,2000,test,limousine,2002,manuell,141,6_reihe,150000,12,benzin,mazda,nein,2016-03-14 00:00:00,0,45309,2016-03-17 08:17:22
196095,196095,2016-04-02 22:37:23,Bmw_318ti_2.0_ltr__Automatik_tuev_6/17,privat,Angebot,1999,test,limousine,2017,automatik,143,3er,150000,6,benzin,bmw,nein,2016-04-02 00:00:00,0,13407,2016-04-04 23:47:49
344279,344279,2016-04-02 18:58:19,VW_T4_Syncro__Ehemaliges_Behoerdenfahrzeug__,privat,Angebot,2500,control,bus,1995,manuell,110,transporter,150000,5,benzin,volkswagen,nein,2016-04-02 00:00:00,0,45279,2016-04-02 18:58:19
126376,126376,2016-03-16 16:52:52,Audi_A_4_1_6_Kombi_B_5,privat,Angebot,1300,control,kombi,1998,manuell,101,a4,150000,0,benzin,audi,ja,2016-03-16 00:00:00,0,26931,2016-03-16 16:52:52
192996,192996,2016-03-19 14:45:51,Volkswagen_T5_Caravelle_Comfortline_Lang_DPF_gruene_Plakette,privat,Angebot,13800,test,bus,2007,manuell,131,transporter,125000,6,diesel,volkswagen,nein,2016-03-19 00:00:00,0,77694,2016-03-25 17:15:59
45176,45176,2016-03-05 23:56:25,VW_Phaeton_3.0_TDI_4_MOTION,privat,Angebot,9500,control,limousine,2005,automatik,224,phaeton,150000,12,diesel,volkswagen,nein,2016-03-05 00:00:00,0,22848,2016-04-06 00:46:22
246703,246703,2016-03-23 21:46:53,Opel_Astra_1.7_CDTI_Caravan_DPF_Sport,privat,Angebot,4200,test,kombi,2008,manuell,125,astra,150000,4,diesel,opel,nein,2016-03-23 00:00:00,0,66424,2016-04-06 03:16:17
312492,312492,2016-04-03 19:42:51,Ente_2CV6_Club_mit_G_Kat_Euro_2__Gruene_Plakette,privat,Angebot,4950,test,limousine,2017,manuell,27,andere,125000,3,benzin,citroen,nein,2016-04-03 00:00:00,0,48565,2016-04-03 19:42:51
55737,55737,2016-03-30 01:56:34,Volzwagen_Golf_Variant_3_GT_1_6,privat,Angebot,900,test,kombi,1995,manuell,101,golf,150000,4,benzin,volkswagen,ja,2016-03-30 00:00:00,0,53842,2016-04-06 23:16:10
285178,285178,2016-03-27 21:51:38,Volkswagen_Golf_1.8_GL,privat,Angebot,800,test,limousine,1993,automatik,75,golf,150000,3,benzin,volkswagen,nein,2016-03-27 00:00:00,0,77963,2016-04-05 20:47:35
313047,313047,2016-04-04 09:51:16,ASTRA___F___CABRIO_FABE__LILA_BLAU,privat,Angebot,500,control,cabrio,1993,manuell,85,astra,150000,8,benzin,opel,nein,2016-04-04 00:00:00,0,49545,2016-04-06 11:17:07
224133,224133,2016-04-04 22:58:18,Mercedes_Benz_C_180_T_Kompressor_Avantgarde__Navigationssystem,privat,Angebot,13550,test,kombi,2008,manuell,156,c_klasse,90000,4,benzin,mercedes_benz,nein,2016-04-04 00:00:00,0,32657,2016-04-07 02:17:21
83823,83823,2016-03-23 13:58:40,Audi_A6_3.0_TDI_DPF_quattro_S_tronic,privat,Angebot,22000,test,limousine,2011,automatik,245,a6,125000,10,diesel,audi,nein,2016-03-23 00:00:00,0,93437,2016-04-01 18:46:49
152958,152958,2016-03-17 23:39:38,Skoda_Octavia_Combi_2.0_TDI_DPF_DSG_Elegance,privat,Angebot,14000,control,kombi,2012,automatik,140,octavia,100000,7,diesel,skoda,nein,2016-03-17 00:00:00,0,30453,2016-04-05 14:18:36
30560,30560,2016-03-30 11:51:54,Mercedes_Benz_E_220_CDI_Neu_TÜV,privat,Angebot,2100,test,limousine,1999,manuell,143,e_klasse,150000,10,diesel,mercedes_benz,nein,2016-03-30 00:00:00,0,28325,2016-04-07 02:45:02
313551,313551,2016-03-19 17:38:14,Mercedes_Benz_Cls_320,privat,Angebot,14000,control,limousine,2005,automatik,0,andere,150000,0,benzin,mercedes_benz,nein,2016-03-19 00:00:00,0,34125,2016-03-21 23:15:39
251486,251486,2016-03-20 18:44:02,Dacia_Duster_1.6_16V_4x2_Laureate,privat,Angebot,9200,test,suv,2011,manuell,105,duster,40000,6,benzin,dacia,nein,2016-03-20 00:00:00,0,24145,2016-04-07 01:46:41
174258,174258,2016-03-29 13:57:29,Audi_A4_Avant,privat,Angebot,550,control,kombi,1996,manuell,125,a4,150000,0,benzin,audi,nein,2016-03-29 00:00:00,0,51105,2016-04-03 22:46:58
120547,120547,2016-03-27 11:47:37,Suzuki_Swift_1.3_Comfort,privat,Angebot,4800,test,kleinwagen,2009,manuell,92,swift,90000,3,benzin,suzuki,nein,2016-03-27 00:00:00,0,51674,2016-04-01 10:45:16
74207,74207,2016-03-12 12:39:53,Audi_Coupé_Quattro_2.3,privat,Angebot,1900,test,coupe,1990,manuell,0,andere,150000,3,benzin,audi,nein,2016-03-12 00:00:00,0,54636,2016-04-06 07:16:16
366513,366513,2016-03-15 13:36:44,Audi_A3_1.8_T,privat,Angebot,3000,control,limousine,2000,manuell,179,a3,150000,10,benzin,audi,nein,2016-03-15 00:00:00,0,73635,2016-03-19 07:45:43
86190,86190,2016-04-01 17:59:06,Audi_A4_Avant_1.8,privat,Angebot,1600,test,kombi,1998,manuell,125,a4,150000,3,benzin,audi,nein,2016-04-01 00:00:00,0,92708,2016-04-05 14:17:07
57286,57286,2016-03-20 02:36:41,Mercedes_Benz_E_55_AMG,privat,Angebot,22500,control,limousine,2004,automatik,632,e_klasse,100000,10,benzin,mercedes_benz,nein,2016-03-20 00:00:00,0,21129,2016-03-22 15:17:12
249359,249359,2016-03-16 01:57:08,Renault_Clio_1_5_dCi__Tuev_5/2017__1_HAND,privat,Angebot,1350,test,limousine,2017,manuell,80,clio,150000,5,diesel,renault,nein,2016-03-16 00:00:00,0,21335,2016-03-16 08:46:22
100113,100113,2016-04-01 12:55:44,Opel_Meriva_1.6_16V_Easytronic_Edition,privat,Angebot,5697,test,bus,2006,manuell,105,meriva,30000,11,benzin,opel,nein,2016-04-01 00:00:00,0,72401,2016-04-07 10:15:57
47788,47788,2016-04-02 01:37:32,BMW_135i_Cabrio__*Einzelstueck*Performance*Voll*TOP*,privat,Angebot,29990,test,cabrio,2008,automatik,306,1er,100000,6,benzin,bmw,nein,2016-04-02 00:00:00,0,81827,2016-04-06 04:16:21
60783,60783,2016-03-25 11:36:40,Ford___Focus___1.8_mit_Sitzheizung,privat,Angebot,1850,test,kleinwagen,2004,manuell,116,focus,150000,9,benzin,ford,nein,2016-03-25 00:00:00,0,71332,2016-03-31 17:48:00
140753,140753,2016-03-27 12:56:38,Seat_Mii_1.0_Style_Salsa,privat,Angebot,7250,test,kleinwagen,2013,manuell,60,mii,10000,12,benzin,seat,nein,2016-03-27 00:00:00,0,91224,2016-04-07 08:44:21
239597,239597,2016-03-22 14:57:12,Audi_S6,privat,Angebot,13200,control,limousine,2008,automatik,435,andere,150000,3,benzin,audi,nein,2016-03-22 00:00:00,0,60326,2016-03-23 12:42:02
370595,370595,2016-04-03 12:48:05,Volkswagen_Passat_Variant_2.0_TDI_DPF_DSG_Highline,privat,Angebot,3749,control,kombi,2007,automatik,140,passat,150000,12,diesel,volkswagen,ja,2016-04-03 00:00:00,0,63110,2016-04-03 12:48:05
148477,148477,2016-04-03 18:39:31,BMW_118d_DPF__top_gepflegt__unfallfrei__Xenon__Navi,privat,Angebot,9999,control,limousine,2010,manuell,143,1er,150000,3,diesel,bmw,nein,2016-04-03 00:00:00,0,88255,2016-04-05 18:46:22
88301,88301,2016-03-05 20:37:23,Ford_Kuga_2.0_TDCi_2x4_Titanium,privat,Angebot,16800,control,suv,2012,manuell,140,kuga,50000,6,diesel,ford,nein,2016-03-05 00:00:00,0,91126,2016-03-24 19:47:57
76465,76465,2016-03-29 13:46:51,Volkswagen_Golf_1.6_TDI_DPF_DSG_Comfortline,privat,Angebot,12499,control,limousine,2010,automatik,105,golf,125000,6,diesel,volkswagen,nein,2016-03-29 00:00:00,0,73571,2016-04-05 23:16:36
277978,277978,2016-03-08 18:39:53,Sharan_1.9_Diesel__Leder_Beige,privat,Angebot,2400,test,bus,2003,manuell,0,sharan,150000,8,diesel,volkswagen,nein,2016-03-08 00:00:00,0,51065,2016-03-08 18:39:53
171544,171544,2016-03-30 12:57:25,BMW_530d_Touring,privat,Angebot,7999,control,kombi,2004,automatik,218,5er,150000,11,diesel,bmw,nein,2016-03-30 00:00:00,0,27404,2016-04-07 04:15:36
106587,106587,2016-03-09 10:36:56,BMW_530d_mit_VOLLAUSTATTUNG__Head_Up_Display....,privat,Angebot,11999,control,limousine,2004,automatik,218,5er,150000,7,diesel,bmw,nein,2016-03-09 00:00:00,0,58313,2016-04-07 14:32:42
215178,215178,2016-03-21 17:47:46,Audi_A3_2.0_TDI_Sportback_Ambiente,privat,Angebot,6000,control,kombi,2006,manuell,140,a3,150000,3,diesel,audi,nein,2016-03-21 00:00:00,0,86987,2016-03-21 17:47:46
167201,167201,2016-03-07 21:44:02,Toyota_Verso_1.8_Executive_Glasdach_Xenon_Teilleder_8_fach_Reifen,privat,Angebot,15999,control,bus,2013,manuell,148,verso,40000,4,benzin,toyota,nein,2016-03-07 00:00:00,0,51789,2016-03-17 06:15:20
286322,286322,2016-03-14 20:42:58,Renault_Megane_Cabriolet_1.6_Evidence,privat,Angebot,1800,control,cabrio,2000,manuell,107,megane,150000,3,benzin,renault,nein,2016-03-14 00:00:00,0,59368,2016-04-06 07:46:08
105330,105330,2016-03-18 21:47:32,Audi_Q3_2.0_TD__AHK__8_fach__top__KD,privat,Angebot,18150,control,limousine,2011,manuell,140,q3,60000,12,diesel,audi,nein,2016-03-18 00:00:00,0,72401,2016-03-29 13:45:37
331312,331312,2016-03-09 19:47:09,Ford_Transit,privat,Angebot,1999,test,bus,1999,manuell,75,transit,100000,9,diesel,ford,nein,2016-03-09 00:00:00,0,52249,2016-03-11 04:15:13
14237,14237,2016-03-29 16:25:24,Renault_Laguna__optisch_innen_und_aussen_top_mit_Motorschaden,privat,Angebot,1500,control,limousine,2001,manuell,119,laguna,150000,7,diesel,renault,ja,2016-03-29 00:00:00,0,65439,2016-04-06 03:44:45
